Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1009.7,1010.7,24.7,35.4,0.9,90,25,
1008.3,1010.7,24.7,35.4,2.3,90,31.4,
1006.8,1010.7,24.7,35.4,3.8,90,37.6,
1005,1010.7,24.8,35.4,5.6,90,43.6,
999.3,1010.7,24.8,35.4,11.3,90,54.6,
996.8,1010.7,24.7,35.4,13.9,90,59.9,
993.3,1010.7,24.7,35.4,17.3,90,64.8,
990.7,1010.7,24.8,35.4,19.9,90,69.6,
983.8,1010.7,24.7,35.4,26.8,90,78.3,
977.9,1010.7,24.8,35.4,32.8,90,81.5,
972.7,1010.7,24.7,35.3,37.9,90,84.6,
968.4,1010.7,24.8,35.3,42.2,90,87.6,
959.7,1010.7,24.7,35.3,51,90,92.5,
954.5,1010.7,24.7,35.3,56.1,90,94.3,
949.4,1010.7,24.8,35.3,61.2,90,95.4,
944.4,1010.7,24.8,35.2,66.2,90,96.7,
931,1010.7,24.8,35.2,79.7,90,96.3,
926,1010.7,24.8,35.2,84.6,90,96.1,
923.3,1010.7,24.7,35.2,87.3,90,96.2,
922.4,1010.7,24.8,35.2,88.3,90,96.5,
938,1010.7,24.8,35.1,72.6,90,100,
944.3,1010.7,24.8,35.1,66.4,90,100,
934.3,1010.7,24.8,35,76.4,90,100,
923.8,1010.7,24.8,35,86.8,90,100,
911.4,1010.7,24.8,35,99.2,90,98.6,
912.9,1010.7,24.8,34.9,97.7,90,98.5,
904.7,1010.7,24.8,34.9,106,90,95.7,
902.1,1010.7,24.8,34.9,108.5,90,94.1,
896.5,1010.7,24.8,34.8,114.2,90,89.9,
893.5,1010.7,24.8,34.8,117.2,90,87.4,
892.1,1010.7,24.8,34.8,118.6,90,85.2,
889.5,1010.7,24.8,34.8,121.2,90,82.3,
886.5,1010.7,24.8,34.8,124.1,90,76.7,
886,1010.7,24.8,34.7,124.6,90,74.1,
885.3,1010.7,24.8,34.7,125.3,90,71.2,
885.3,1010.7,24.8,34.7,125.3,90,68.7,
883.8,1010.7,24.8,34.7,126.9,90,62.7,
883.8,1010.7,24.8,34.7,126.9,90,60,
884.9,1010.7,24.8,34.6,125.8,90,57.4,
885.7,1010.7,24.8,34.6,124.9,90,55.1,
886.8,1010.7,24.8,34.6,123.8,90,50,
889.4,1010.7,24.8,34.6,121.2,90,48.1,
888.8,1010.7,24.8,34.6,121.8,90,45.5,
891.1,1010.7,24.8,34.6,119.6,90,43.7,
893.7,1010.7,24.8,34.6,117,90,39.8,
895.8,1010.7,24.8,34.6,114.8,90,38.4,
897.6,1010.7,24.8,34.5,113.1,90,36.9,
898.5,1010.7,24.8,34.5,112.1,90,35.3,
902.5,1010.7,24.8,34.5,108.1,90,33.2,
904.1,1010.7,24.8,34.6,106.6,90,32.2,
905.6,1010.7,24.8,34.6,105,90,31.3,
908.3,1010.7,24.8,34.5,102.3,90,30.9,
912.1,1010.7,24.8,34.5,98.5,90,30,
913.4,1010.7,24.8,34.6,97.2,90,29.6,
914.9,1010.7,24.8,34.5,95.8,90,29.4,
916.5,1010.7,24.8,34.6,94.1,90,29.4,
919.4,1010.7,24.8,34.6,91.3,90,29.8,
930.3,1010.7,24.8,34.6,80.4,90,32.2,
940.4,1010.7,24.8,34.6,70.2,90,35.2,
956,1010.7,24.8,34.6,54.6,90,42.2,
960.4,1010.7,24.8,34.6,50.2,90,45.7,
965.6,1010.7,24.8,34.6,45.1,90,49.8,
968.1,1010.7,24.8,34.6,42.5,90,53.6,
972.6,1010.7,24.8,34.6,38,90,62,
974.3,1010.7,24.8,34.6,36.4,90,66.1,
972.5,1010.7,24.8,34.6,38.2,90,69.5,
973.9,1010.7,24.8,34.6,36.7,90,73.8,
971.7,1010.7,24.8,34.6,38.9,90,81.1,
971.1,1010.7,24.8,34.6,39.6,90,84.8,
1012.1,1010.7,24.8,34.6,1.4,90,98.7,
1002.5,1010.7,24.8,34.6,8.1,90,100,
976,1010.7,24.8,34.6,34.6,90,100,
966.2,1010.7,24.8,34.6,44.5,90,100,
960,1010.7,24.8,34.5,50.6,90,100,
950.6,1010.7,24.8,34.5,60,90,100,
937.2,1010.7,24.8,34.5,73.5,90,100,
928.4,1010.7,24.8,34.5,82.3,90,100,
928.9,1010.7,24.8,34.5,81.7,90,100,
918,1010.7,24.8,34.5,92.6,90,100,
910.2,1010.7,24.8,34.4,100.5,90,100,
900.1,1010.7,24.8,34.4,110.5,90,100,
891.4,1010.7,24.8,34.4,119.3,90,100,
892.9,1010.7,24.8,34.4,117.8,90,100,
879.8,1010.7,24.8,34.4,130.8,90,92.7,
875.3,1010.7,24.8,34.4,135.4,90,88.4,
873.1,1010.7,24.8,34.3,137.6,90,84.7,
871.7,1010.7,24.8,34.3,139,90,80.9,
869.9,1010.7,24.8,34.3,140.8,90,73.1,
869.3,1010.7,24.8,34.3,141.3,90,69.2,
869.2,1010.7,24.8,34.3,141.4,90,65.3,
866.1,1010.7,24.8,34.3,144.5,90,60.5,
867.5,1010.7,24.8,34.3,143.2,90,52.8,
868,1010.7,24.8,34.3,142.7,90,49,
868.9,1010.7,24.8,34.3,141.8,90,45.2,
870.3,1010.7,24.8,34.2,140.3,90,41.6,
873.8,1010.7,24.8,34.2,136.8,90,35.1,
876.1,1010.7,24.8,34.2,134.5,90,32.1,
878.7,1010.7,24.8,34.2,132,90,29.3,
880.9,1010.7,24.8,34.3,129.8,90,26.7,
885.2,1010.7,24.8,34.2,125.5,90,21.7,
887.4,1010.7,24.8,34.2,123.3,90,19.5,
889.4,1010.7,24.8,34.3,121.3,90,17.5,
892.3,1010.7,24.8,34.3,118.3,90,15.9,
897.2,1010.7,24.8,34.3,113.5,90,12.9,
899.8,1010.7,24.8,34.3,110.8,90,11.7,
902.4,1010.7,24.8,34.3,108.2,90,10.7,
906.6,1010.7,24.8,34.4,104,90,10.4,
914.1,1010.7,24.8,34.4,96.6,90,10.2,
917.6,1010.7,24.8,34.4,93.1,90,10.5,
921,1010.7,24.8,34.4,89.7,90,10.9,
924.3,1010.7,24.8,34.4,86.4,90,11.9,
930.7,1010.7,24.8,34.5,80,90,14.1,
931.8,1010.7,24.8,34.5,78.8,90,15,
933,1010.7,24.8,34.5,77.7,90,16.1,
934.2,1010.7,24.8,34.6,76.5,90,17.3,
937.1,1010.7,24.8,34.6,73.6,90,20.1,
937.7,1010.7,24.8,34.6,73,90,21.5,
938.9,1010.7,24.8,34.6,71.7,90,23,
939.6,1010.7,24.8,34.6,71.1,90,24.5,
940.6,1010.7,24.8,34.7,70,90,27.5,
941.1,1010.7,24.8,34.7,69.6,90,29.2,
941.4,1010.7,24.8,34.7,69.3,90,30.7,
942,1010.7,24.8,34.7,68.7,90,32.5,
941.5,1010.7,24.8,34.7,69.2,90,35.4,
940.9,1010.7,24.8,34.7,69.7,90,36.9,
942,1010.7,24.8,34.7,68.6,90,38.7,
941.2,1010.7,24.8,34.7,69.5,90,40.1,
941.1,1010.7,24.8,34.7,69.6,90,43.2,
939.1,1010.7,24.8,34.7,71.6,90,44.1,
938.7,1010.7,24.8,34.8,71.9,90,45.5,
938.5,1010.7,24.8,34.8,72.1,90,46.7,
936.2,1010.7,24.8,34.8,74.5,90,48.8,
934.8,1010.7,24.8,34.8,75.9,90,49.7,
933.8,1010.7,24.8,34.8,76.9,90,50.6,
934.6,1010.7,24.8,34.8,76,90,51.8,
931.1,1010.7,24.8,34.8,79.6,90,52.7,
931.5,1010.7,24.8,34.7,79.1,90,53.7,
929.3,1010.7,24.8,34.7,81.3,90,53.8,
927.6,1010.7,24.8,34.7,83.1,90,54.1,
925.5,1010.7,24.8,34.7,85.2,90,54.7,
923.2,1010.7,24.8,34.7,87.5,90,54.5,
922.2,1010.7,24.8,34.7,88.5,90,54.1,
922.7,1010.7,24.8,34.7,88,90,54.8,
922,1010.7,24.8,34.7,88.7,90,54.5,
921.1,1010.7,24.8,34.7,89.6,90,54.5,
920.4,1010.7,24.8,34.7,90.3,90,54.4,
916.9,1010.7,24.8,34.7,90.8,90,54.4,
915.4,1010.7,24.8,34.7,95.2,90,52.8,
915.9,1010.7,24.8,34.7,94.7,90,52.6,
916.9,1010.7,24.8,34.6,93.7,90,52.7,
916.1,1010.7,24.8,34.7,94.1,90,52.3,
915.6,1010.7,24.8,34.6,95.1,90,51.2,
913.6,1010.7,24.8,34.6,97.1,90,50.3,
913.4,1010.7,24.8,34.6,97.3,90,49.7,
912.2,1010.7,24.8,34.6,97.5,90,49.1,
914,1010.7,24.8,34.6,96.7,90,48.2,
912.7,1010.7,24.8,34.6,98,90,47.2,
912.3,1010.7,24.8,34.6,98.4,90,46.5,
914.2,1010.7,24.8,34.6,98.3,90,45.9,
913.1,1010.7,24.8,34.6,97.6,90,45.1,
914.4,1010.7,24.8,34.6,96.3,90,44.8,
913.2,1010.7,24.8,34.6,97.4,90,44,
915,1010.7,24.8,34.6,97.1,90,43.6,
915,1010.7,24.8,34.6,95.7,90,43,
914,1010.7,24.8,34.6,96.7,90,42.3,
916,1010.7,24.8,34.6,94.7,90,42.3,
915.5,1010.7,24.8,34.6,94.6,90,42,
916.2,1010.7,24.8,34.6,94.4,90,41.2,
916.6,1010.7,24.8,34.6,94,90,40.9,
917.7,1010.7,24.8,34.6,93,90,40.9,
916.9,1010.7,24.8,34.6,93,90,40.5,
918.5,1010.7,24.8,34.6,92.2,90,40.3,
917.5,1010.7,24.8,34.6,93.2,90,39.7,
918.5,1010.7,24.8,34.6,92.2,90,39.7,
919.7,1010.7,24.8,34.6,92.5,90,39.6,
919,1010.7,24.8,34.6,91.7,90,39.6,
919.9,1010.7,24.8,34.6,90.8,90,40,
919.5,1010.7,24.8,34.6,91.2,90,40,
920.1,1010.7,24.8,34.6,90,90,40,
921.8,1010.7,24.8,34.6,88.9,90,40,
920.6,1010.7,24.8,34.6,90,90,40,
922.2,1010.7,24.8,34.6,88.4,90,40.4,
922,1010.7,24.8,34.6,89.5,90,40,
922.3,1010.7,24.8,34.6,88.4,90,40.5,
921.5,1010.7,24.8,34.6,89.2,90,40,
922.4,1010.7,24.8,34.7,88.2,90,40.6,
923.5,1010.7,24.8,34.7,87.4,90,41.1,
922.5,1010.7,24.8,34.7,88.2,90,40.9,
922.5,1010.7,24.8,34.7,88.2,90,41.1,
922.5,1010.7,24.8,34.7,88.2,90,41.3,
923.8,1010.7,24.8,34.6,87.8,90,41.6,
924.1,1010.7,24.8,34.7,86.6,90,42.4,
922.7,1010.7,24.8,34.7,88,90,42.2,
923.9,1010.7,24.8,34.7,86.8,90,42.6,
968.8,1010.7,24.8,34.7,67,90,48.1,
966.8,1010.7,24.8,34.6,43.9,90,57.8,
962.6,1010.7,24.8,34.7,48,90,60.4,
