Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1000.3,1003.4,26.9,37.6,0.9,100,0,
986.4,1003.4,26.9,37.6,16.9,100,100,
973.7,1003.4,26.9,37.6,29.6,100,100,
971.4,1003.4,26.9,37.6,31.9,100,100,
952.6,1003.4,26.9,37.6,43.5,100,100,
944.4,1003.4,26.9,37.6,58.9,100,100,
935.5,1003.4,26.9,37.5,67.8,100,100,
934.9,1003.4,26.9,37.5,68.4,100,100,
915.3,1003.4,26.9,37.5,79.5,100,100,
916.1,1003.4,26.9,37.4,87.2,100,100,
905.4,1003.4,26.9,37.4,98,100,100,
896.8,1003.4,26.9,37.4,106.5,100,98,
894.3,1003.4,26.9,37.4,109.7,100,98,
890.9,1003.4,26.9,37.3,112.4,100,95,
885.4,1003.4,26.9,37.2,118,100,24.5,
890.8,1003.4,26.9,37.2,112.6,100,72,
888.6,1003.4,26.9,37.2,115.2,100,72,
891.5,1003.4,26.9,37.2,111.8,100,53.8,
889.1,1003.4,26.9,37.1,114.3,100,36.3,
891.9,1003.4,26.9,37.1,111.4,100,54.8,
891.9,1003.4,26.9,37.1,112.9,100,54.8,
892.6,1003.4,26.9,37.1,110.7,100,30.3,
893.1,1003.4,26.9,37.1,110.3,100,49.5,
894,1003.4,26.9,37.1,109.3,100,48.5,
893,1003.4,26.9,37.1,109.3,100,48.5,
894.1,1003.4,26.9,37.1,109.3,100,47,
893.8,1003.4,26.9,37.1,109.6,100,34,
895.7,1003.4,26.9,37.1,107.7,100,47.8,
895.3,1003.4,26.9,37.1,108,100,47.8,
896.3,1003.4,26.9,37.1,107,100,44.3,
896.6,1003.4,26.9,37.1,106.8,100,42.5,
897.7,1003.4,26.9,37.1,105.7,100,48,
896.9,1003.4,26.9,37,107.2,100,48,
898.1,1003.4,26.9,37.1,105.3,100,50.5,
896.7,1003.4,26.9,37,106.7,100,30.8,
898.3,1003.4,26.8,37,105.1,100,44.8,
897.5,1003.4,26.8,37,104.2,100,44.8,
898.8,1003.4,26.9,37,104.5,100,40.8,
899,1003.4,26.9,37,104.4,100,42,
898.7,1003.4,26.9,37,104.7,100,37.8,
899,1003.4,26.9,37,104.9,100,37.8,
898.8,1003.4,26.9,37,104.6,100,35.8,
900.4,1003.4,26.9,37,102.9,100,48.3,
898.6,1003.4,26.9,37,104.8,100,29,
899,1003.4,26.9,37,103,100,29,
900.4,1003.4,26.9,37,103,100,33.5,
901.2,1003.4,26.9,37,102.2,100,49,
899.5,1003.4,26.9,37,103.8,100,31.3,
901.7,1003.4,26.9,37,103,100,31.3,
901.2,1003.4,26.9,37,102.2,100,30,
902.3,1003.4,26.9,37,101.1,100,54.5,
900.7,1003.4,26.9,37,102.6,100,35.8,
901.7,1003.4,26.9,37,102,100,35.8,
902.5,1003.4,26.9,37,100.9,100,44.5,
902.3,1003.4,26.9,37,101.1,100,48,
902.1,1003.4,26.9,37,101.3,100,44.5,
901,1003.4,26.9,37,102.6,100,44.5,
901.6,1003.4,26.9,37,101.8,100,41.3,
901.9,1003.4,26.9,37,101.4,100,43,
901.1,1003.4,26.9,37,102.3,100,34.5,
901.8,1003.4,26.9,37,102,100,34.5,
902.8,1003.4,26.9,37,100.6,100,41.5,
902.6,1003.4,26.9,37,100.8,100,45.3,
901.4,1003.4,26.9,37,102,100,33.5,
902.1,1003.4,26.9,37,100.5,100,33.5,
902.6,1003.4,26.9,37,100.7,100,32.8,
903.1,1003.4,26.9,37,100.3,100,49,
903,1003.4,26.9,37,100.4,100,45.3,
902.7,1003.4,26.9,37,100.6,100,45.3,
902.7,1003.4,26.9,37,100.6,100,29.8,
902.7,1003.4,26.9,37,100.7,100,45.8,
902.6,1003.4,26.9,37,100.8,100,40.8,
902,1003.4,26.9,37,101,100,40.8,
901.7,1003.5,26.9,37,101.7,100,42.8,
902.8,1003.5,26.9,37,100.6,100,42,
901.8,1003.4,26.9,36.9,101.6,100,33.5,
902.5,1003.4,26.9,36.9,101.3,100,33.5,
904,1003.4,26.9,36.9,99.4,100,40.5,
903.5,1003.4,26.9,36.9,99.9,100,47,
902.1,1003.4,26.9,36.9,101.3,100,33.5,
904.1,1003.4,26.9,36.9,100.7,100,33.5,
904.2,1003.5,26.9,36.9,99.2,100,39.8,
903.1,1003.5,26.9,36.9,100.3,100,42.3,
904.1,1003.5,26.9,36.9,99.3,100,50,
902.3,1003.4,26.9,36.9,100.1,100,50,
904.1,1003.5,26.9,36.9,99.4,100,44.8,
903.3,1003.5,26.9,36.9,100.1,100,42.8,
903.5,1003.5,26.9,36.9,99.9,100,44.3,
902.2,1003.5,26.9,36.9,100.1,100,44.3,
902.9,1003.5,26.9,36.9,100.5,100,40,
902,1003.5,26.9,36.9,101.4,100,31.8,
902.9,1003.5,26.9,36.9,100.5,100,41.5,
903.2,1003.5,26.9,36.8,100.2,100,41.5,
901.8,1003.5,26.9,36.8,101.6,100,39.8,
903.2,1003.5,26.9,36.8,100.2,100,41,
903.3,1003.5,26.9,36.8,100.2,100,41.5,
903.5,1003.5,26.9,36.8,99.7,100,41.5,
903,1003.5,26.9,36.8,100.4,100,42.8,
904.4,1003.5,26.9,36.8,99,100,50.5,
902.3,1003.5,26.9,36.8,101.1,100,30.5,
903.9,1003.5,26.9,36.8,100.8,100,30.5,
903.2,1003.5,26.9,36.8,100.2,100,27,
904.1,1003.5,26.9,36.8,99.3,100,50.8,
902.7,1003.5,26.9,36.8,100.7,100,34,
903.1,1003.5,26.9,36.8,100.3,100,34,
904.5,1003.5,26.9,36.8,98.9,100,46.8,
904.2,1003.5,26.9,36.7,99.3,100,46.8,
903.6,1003.5,26.9,36.7,99.8,100,41.5,
902,1003.5,26.9,36.8,101.4,100,41.5,
902.5,1003.5,26.9,36.7,100.9,100,31.3,
903.7,1003.5,26.9,36.8,99.7,100,46.5,
902.5,1003.5,26.9,36.8,101,100,32.5,
904.3,1003.5,26.9,36.8,99.2,100,32.5,
903.6,1003.5,26.9,36.8,99.8,100,30.5,
904.6,1003.5,26.9,36.8,98.8,100,53,
902.2,1003.5,26.9,36.8,101.2,100,28.3,
904.6,1003.5,26.9,36.8,100.2,100,28.3,
902.6,1003.5,26.9,36.8,100.9,100,43.8,
902.4,1003.5,26.9,36.8,101,100,31.8,
904.6,1003.5,26.9,36.8,98.8,100,52.5,
903.5,1003.5,26.9,36.8,100.8,100,52.5,
903.9,1003.5,26.9,36.8,99.6,100,50.8,
903.8,1003.5,26.9,36.8,99.6,100,42,
903,1003.5,26.9,36.8,100.4,100,36.3,
902.8,1003.5,26.9,36.8,100.2,100,36.3,
903,1003.5,26.9,36.8,100.4,100,45.8,
903,1003.5,26.9,36.8,100.4,100,36,
903.9,1003.5,26.9,36.8,99.5,100,45.5,
903.4,1003.5,26.9,36.8,101.2,100,45.5,
904.1,1003.5,26.9,36.8,99.3,100,45,
902.5,1003.5,26.9,36.8,101,100,31.3,
904,1003.5,26.9,36.8,99.5,100,46.5,
902.9,1003.5,26.9,36.8,99.3,100,46.5,
904.5,1003.5,26.9,36.8,98.9,100,47.5,
904,1003.5,26.9,36.8,99.5,100,43,
903.6,1003.5,26.9,36.8,99.9,100,40,
902.2,1003.5,26.9,36.8,101.2,100,39,
902.9,1003.5,26.9,36.8,100.6,100,33.5,
904.4,1003.5,26.9,36.8,99,100,50,
903.8,1003.5,26.9,36.8,99.7,100,40.8,
904,1003.5,26.9,36.8,100,100,40.8,
903.9,1003.5,26.9,36.8,99.5,100,50,
903,1003.5,26.9,36.8,100.5,100,34,
903.8,1003.5,26.9,36.8,99.7,100,43.8,
903.8,1003.5,26.9,36.8,100.8,100,43.8,
903.4,1003.5,26.9,36.8,100.1,100,49.3,
903.4,1003.5,26.9,36.8,100,100,37.8,
902.5,1003.5,26.9,36.8,101,100,31.5,
904.7,1003.5,26.9,36.8,99.2,100,31.5,
904.5,1003.5,26.9,36.8,98.9,100,44.5,
902.8,1003.5,26.9,36.8,100.7,100,32.5,
904.4,1003.5,26.9,36.8,99,100,49.5,
902.9,1003.5,26.9,36.8,98.9,100,49.5,
903.5,1003.5,26.9,36.8,100,100,26.8,
903.8,1003.5,26.9,36.8,99.7,100,45.3,
904.7,1003.5,26.9,36.8,98.8,100,49.3,
903.4,1003.5,26.9,36.8,101.1,100,49.3,
903.2,1003.5,26.9,36.8,100.3,100,50,
902.2,1003.5,26.9,36.8,101.3,100,26.5,
904.4,1003.5,26.9,36.8,99.1,100,49.5,
904.4,1003.5,26.9,36.8,99.1,100,49.5,
904.8,1003.5,26.9,36.8,98.6,100,49.5,
902.8,1003.5,26.9,36.8,100.7,100,31.5,
903.2,1003.5,26.9,36.8,100.2,100,38.3,
905,1003.5,26.9,36.8,98.5,100,38.3,
905,1003.5,26.9,36.8,98.5,100,38.3,
905,1003.5,26.9,36.8,98.5,100,38.3,
903.7,1003.5,26.9,36.8,99.7,100,41.5,
904,1003.5,26.9,36.8,99.7,100,41.5,
904.5,1003.5,26.9,36.8,99,100,40.3,
904.3,1003.5,26.9,36.8,99.1,100,46.5,
902.7,1003.5,26.9,36.8,100.8,100,30.8,
902.9,1003.5,26.9,36.8,100.1,100,30.8,
902.3,1003.5,26.9,36.8,101.1,100,36,
904,1003.5,26.9,36.8,99.5,100,43.5,
902.3,1003.5,26.9,36.8,101.1,100,28.5,
902.2,1003.5,26.9,36.8,99,100,28.5,
903.6,1003.5,26.9,36.8,99.8,100,21.5,
905,1003.5,26.9,36.8,98.4,100,56,
902.7,1003.5,26.9,36.8,100.7,100,30,
904.5,1003.5,26.9,36.8,99.3,100,30,
902.1,1003.5,26.9,36.8,101.3,100,43,
902.3,1003.5,26.9,36.8,101.1,100,28.5,
903.9,1003.5,26.9,36.8,99.5,100,45.8,
903.5,1003.5,26.9,36.8,100.7,100,45.8,
902.7,1003.5,26.9,36.8,100.7,100,28.5,
904.6,1003.5,26.9,36.8,98.8,100,51.5,
902.8,1003.5,26.9,36.8,100.6,100,31.3,
904.4,1003.5,26.9,36.8,100,100,31.3,
903.9,1003.5,26.9,36.8,99.6,100,30,
903.7,1003.5,26.9,36.8,99.8,100,43,
903.2,1003.5,26.9,36.8,100.3,100,36.3,
902.9,1003.5,26.9,36.8,100.1,100,36.3,
