Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1003.9,1003.3,26.8,36.5,0.6,150,100,
978.2,1003.3,26.8,36.6,25,150,100,
966.6,1003.3,26.8,36.6,36.6,150,100,
964.6,1003.3,26.8,36.6,38.6,150,100,
951.7,1003.3,26.8,36.6,51.5,150,100,
940.2,1003.3,26.8,36.6,63,150,100,
929.3,1003.3,26.9,36.5,73.9,150,100,
918.5,1003.3,26.8,36.5,84.8,150,100,
918.7,1003.3,26.8,36.5,84.6,150,100,
898.6,1003.3,26.8,36.5,104.6,150,100,
898.8,1003.3,26.8,36.5,104.4,150,100,
890.3,1003.3,26.8,36.4,112.9,150,100,
880.5,1003.3,26.9,36.4,122.7,150,100,
873.3,1003.3,26.9,36.4,129.9,150,100,
863.8,1003.3,26.9,36.4,139.4,150,100,
865.5,1003.3,26.9,36.3,137.8,150,100,
856.5,1003.3,26.9,36.3,146.8,150,100,
849.8,1003.3,26.8,36.3,153.4,150,100,
841.7,1003.3,26.9,36.3,161.5,150,100,
837.3,1003.3,26.9,36.2,165.9,150,100,
829.2,1003.3,26.8,36.2,174,150,100,
822.7,1003.3,26.9,36.2,180.5,150,100,
819,1003.3,26.8,36.2,184.2,150,100,
811.9,1003.3,26.8,36.2,191.4,150,100,
814,1003.3,26.9,36.2,189.2,150,100,
802.1,1003.3,26.9,36.2,201.1,150,100,
800.1,1003.3,26.8,36.1,203.1,150,85.6,
798.8,1003.3,26.9,36.1,204.4,150,77.4,
798.3,1003.3,26.9,36.1,204.9,150,58.3,
802.6,1003.3,26.8,36.1,200.7,150,47.2,
803.2,1003.3,26.9,36.1,200.1,150,45.4,
805.8,1003.3,26.8,36.1,197.5,150,35.8,
808.5,1003.3,26.8,36.1,194.7,150,37.4,
812.9,1003.3,26.9,36.1,190.3,150,23.5,
815.9,1003.3,26.9,36.1,187.4,150,31.9,
818.4,1003.3,26.9,36.1,184.8,150,23.4,
820.6,1003.3,26.8,36.1,182.7,150,29.1,
825.2,1003.3,26.9,36.1,178,150,26.4,
827.3,1003.3,26.9,36.1,176,150,26.3,
829,1003.3,26.9,36.1,174.2,150,26,
831.9,1003.3,26.9,36.1,171.4,150,32.1,
835.3,1003.3,26.8,36.1,167.9,150,23.2,
837.4,1003.3,26.8,36.1,165.9,150,35.6,
837.7,1003.3,26.9,36.1,165.6,150,31.4,
840.1,1003.3,26.9,36.2,163.1,150,35.7,
842.4,1003.3,26.9,36.2,160.9,150,29.6,
844.1,1003.3,26.9,36.2,159.1,150,38.7,
845.5,1003.3,26.8,36.2,157.7,150,37.5,
845.5,1003.3,26.9,36.2,157.7,150,38.7,
846.6,1003.3,26.9,36.2,156.7,150,40.7,
848.3,1003.3,26.9,36.2,154.9,150,46.1,
848.3,1003.3,26.9,36.2,154.9,150,46.1,
848.2,1003.3,26.9,36.2,155,150,38.4,
849.8,1003.3,26.9,36.3,153.5,150,42.6,
849.9,1003.3,26.9,36.2,153.3,150,49.7,
850.5,1003.3,26.8,36.3,152.8,150,39.1,
852.5,1003.3,26.9,36.3,150.7,150,56.9,
852,1003.3,26.9,36.3,151.3,150,36,
850.8,1003.3,26.9,36.3,152.4,150,55.7,
851.7,1003.3,26.9,36.3,151.5,150,39.5,
853.8,1003.3,26.9,36.3,149.4,150,53.6,
853.4,1003.3,26.9,36.3,149.8,150,50.2,
853.6,1003.3,26.8,36.3,149.7,150,50.2,
852.7,1003.3,26.9,36.3,150.5,150,42.6,
853.5,1003.3,26.9,36.3,149.7,150,52,
852.8,1003.3,26.9,36.3,150.5,150,49.7,
852.7,1003.3,26.8,36.3,150.5,150,49.7,
852.6,1003.3,26.8,36.4,150.6,150,49.7,
852.3,1003.3,26.9,36.4,150.9,150,49.7,
852.2,1003.3,26.9,36.4,151,150,49.7,
852.3,1003.3,26.9,36.4,150.9,150,49.7,
852.3,1003.3,26.8,36.3,150.9,150,49.7,
853,1003.3,26.9,36.3,150.2,150,49.7,
852.7,1003.3,26.8,36.3,150.6,150,49.7,
853.6,1003.3,26.9,36.3,149.6,150,49.7,
853.8,1003.3,26.9,36.3,149.4,150,49.7,
854.3,1003.3,26.8,36.3,148.9,150,49.7,
854.4,1003.3,26.9,36.3,148.8,150,49.7,
854.2,1003.3,26.9,36.3,149,150,49.7,
854.1,1003.3,26.9,36.3,149.1,150,49.7,
854.1,1003.3,26.8,36.3,149.1,150,49.7,
854.2,1003.3,26.8,36.3,149,150,49.7,
854.2,1003.3,26.8,36.3,149,150,49.7,
854.3,1003.3,26.9,36.3,149,150,49.7,
854.6,1003.3,26.9,36.3,148.6,150,49.7,
854.8,1003.3,26.8,36.3,148.4,150,49.7,
854.7,1003.3,26.9,36.3,148.5,150,49.7,
853.2,1003.3,26.8,36.3,150,150,57.3,
850.9,1003.3,26.9,36.3,152.3,150,36.4,
854.4,1003.3,26.8,36.3,148.8,150,52.9,
854.1,1003.3,26.8,36.3,149.1,150,49.5,
854.8,1003.3,26.9,36.3,148.4,150,49.5,
853.4,1003.3,26.9,36.3,149.8,150,49.5,
853.1,1003.3,26.9,36.3,150.1,150,49.5,
853,1003.3,26.8,36.3,150.2,150,49.5,
852.7,1003.3,26.9,36.3,150.5,150,49.5,
854.1,1003.3,26.9,36.3,149.2,150,49.5,
854.9,1003.3,26.9,36.3,148.4,150,49.5,
853.9,1003.3,26.8,36.3,149.4,150,57.7,
853.9,1003.3,26.8,36.3,149.3,150,47.4,
853.5,1003.3,26.8,36.3,149.7,150,50,
853.6,1003.3,26.8,36.3,149.6,150,50,
852.3,1003.3,26.9,36.3,150.9,150,50,
852.7,1003.3,26.9,36.3,150.5,150,50,
852.5,1003.3,26.9,36.2,150.7,150,50,
852.7,1003.3,26.8,36.2,150.5,150,50,
852.7,1003.3,26.9,36.2,150.5,150,50,
853,1003.3,26.9,36.3,150.2,150,50,
853,1003.3,26.9,36.2,150.2,150,50,
854.4,1003.3,26.8,36.2,148.8,150,50,
854.1,1003.3,26.9,36.3,149.1,150,50,
853.7,1003.3,26.9,36.2,149.5,150,50,
854,1003.3,26.9,36.2,149.2,150,50,
853.2,1003.3,26.8,36.3,150,150,50,
851.9,1003.3,26.9,36.2,151.3,150,50,
852.4,1003.3,26.9,36.3,150.8,150,50,
852.7,1003.3,26.8,36.3,150.5,150,50,
852.3,1003.3,26.9,36.3,150.9,150,50,
852.6,1003.3,26.9,36.3,150.6,150,50,
852.8,1003.3,26.9,36.3,150.4,150,50,
852.9,1003.3,26.9,36.3,150.3,150,50,
854.3,1003.3,26.9,36.3,148.9,150,50,
853.6,1003.3,26.8,36.2,149.6,150,50,
853.9,1003.3,26.9,36.3,149.3,150,50,
853.8,1003.3,26.8,36.2,149.4,150,50,
851.8,1003.3,26.9,36.2,151.4,150,50,
852.5,1003.3,26.9,36.2,150.7,150,50,
851.9,1003.3,26.9,36.2,151.3,150,50,
852.3,1003.3,26.9,36.2,150.9,150,50,
852.4,1003.3,26.9,36.2,150.8,150,50,
854,1003.3,26.9,36.2,149.2,150,50,
853.6,1003.3,26.9,36.2,149.6,150,50,
853.5,1003.3,26.8,36.2,149.7,150,50,
853.2,1003.3,26.9,36.2,150,150,50,
852,1003.3,26.8,36.2,151.2,150,50,
851.7,1003.3,26.8,36.2,151.6,150,50,
