Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
988.6,1002.9,27,36.6,14.2,150,100,
974.6,1002.9,27,36.6,28.3,150,100,
972.8,1002.9,27,36.6,30.1,150,100,
959,1002.9,27,36.6,43.8,150,100,
946.9,1002.9,27,36.6,55.9,150,100,
936.1,1002.9,27,36.6,66.7,150,100,
926.8,1002.9,27,36.6,76.1,150,100,
923.5,1002.9,27,36.5,79.3,150,100,
907.9,1002.9,27,36.5,95,150,100,
903.6,1002.9,27,36.5,99.2,150,100,
896.1,1002.9,27,36.5,106.7,150,100,
889,1002.9,27,36.5,113.9,150,100,
878.7,1002.9,27,36.5,124.2,150,100,
870.3,1002.9,27,36.4,132.6,150,100,
870.3,1002.9,27,36.4,132.6,150,100,
863.2,1002.9,27,36.4,139.7,150,100,
856.6,1002.9,27,36.3,146.3,150,100,
846.9,1002.9,27,36.3,156,150,100,
841.7,1002.9,27,36.3,161.2,150,100,
838.7,1002.9,27,36.3,164.1,150,100,
830.2,1002.9,27,36.2,172.7,150,100,
821.8,1002.9,27,36.2,181,150,100,
824.5,1002.9,27,36.2,178.3,150,100,
815.6,1002.9,27,36.2,187.3,150,98,
812.5,1002.9,27,36.2,190.3,150,76,
808.6,1002.9,27,36.1,194.3,150,58.3,
811.9,1002.9,27,36.1,190.9,150,58.3,
810.6,1002.9,27,36.1,192.3,150,69,
813.7,1002.9,27,36,189.1,150,50.3,
812.3,1002.9,27,36.1,190.6,150,33.3,
815.4,1002.9,27,36,187.4,150,33.3,
818.5,1002.9,27,36,184.4,150,48,
822,1002.9,27,36,180.8,150,41.5,
822.6,1002.9,27,36,180.2,150,30.8,
825.8,1002.9,27,36,177.1,150,30.8,
827.3,1002.9,27,36,175.6,150,40.8,
830.2,1002.9,27,36,172.7,150,36,
832.4,1002.9,27,36,170.5,150,36,
833.8,1002.9,27,36.1,169,150,36,
834.6,1002.9,27,36,168.2,150,35.8,
838.9,1002.9,27,36.1,164,150,43,
840.1,1002.9,27,36.1,162.8,150,40,
841,1002.9,27,36.1,161.8,150,40,
840.6,1002.9,27,36.1,162.3,150,41.8,
843.7,1002.9,27,36.1,159.2,150,43.3,
843.2,1002.9,27,36.1,159.6,150,37,
844.6,1002.9,27,36.1,158.3,150,37,
845.1,1002.9,27,36.1,157.8,150,49.3,
847.3,1002.9,27,36.1,155.5,150,46,
846.9,1002.9,27,36.1,155.9,150,41.8,
848.9,1002.9,27,36.1,153.9,150,41.8,
848.3,1002.9,27,36.1,154.5,150,46.8,
848.5,1002.9,27,36.1,154.4,150,42,
850.6,1002.9,27,36.1,152.3,150,52.5,
850.5,1002.9,27,36.1,152.4,150,52.5,
851.1,1002.9,27,36.1,151.8,150,41.8,
850.9,1002.9,27,36.1,152,150,49,
850.6,1002.9,27,36.1,152.3,150,46.8,
851.7,1002.9,27,36.1,151.2,150,46.8,
850.7,1002.9,27,36.1,152.1,150,55.3,
852.1,1002.9,27,36.1,150.7,150,52.8,
853.8,1002.9,27,36.1,149,150,58.3,
850.8,1002.9,27,36.1,152.1,150,58.3,
852.3,1002.9,27,36.1,150.5,150,39.3,
851.3,1002.9,27,36.1,151.6,150,44.8,
852.3,1002.9,27,36.1,150.6,150,51.8,
852.4,1002.9,27,36.1,150.4,150,51.8,
854.1,1002.9,27,36.1,148.8,150,55.8,
853,1002.9,27,36.1,149.8,150,55.5,
853.6,1002.9,27,36.1,149.3,150,54.8,
853.9,1002.9,27,36.1,149,150,54.8,
852.6,1002.9,27,36.1,150.3,150,40.8,
851.5,1002.9,27,36.1,151.4,150,43.5,
853.1,1002.9,27,36.1,149.8,150,54.3,
854.3,1002.9,27,36.1,148.6,150,54.3,
854,1002.9,27,36.1,148.9,150,54.5,
851.4,1002.9,27,36.1,151.4,150,43.5,
853.8,1002.9,27,36.1,149,150,58,
852.5,1002.9,27,36.1,150.4,150,58,
853.6,1002.9,27,36.1,149.3,150,39.5,
853.7,1002.9,27,36.1,149.2,150,52.8,
851.8,1002.9,27,36.1,151.1,150,45.3,
853.5,1002.9,27,36.1,149.3,150,45.3,
854.1,1002.9,27,36.1,148.8,150,51.3,
854.3,1002.9,27,36.1,148.6,150,58.5,
854.4,1002.9,27,36.1,148.4,150,56,
851.9,1002.9,27,36.1,151,150,56,
852,1002.9,27,36.1,150.9,150,38,
852.9,1002.9,27,36,150,150,51.3,
852.2,1002.9,27,36.1,150.6,150,48.3,
852.8,1002.9,27,36,150,150,48.3,
852.5,1002.9,27,36.1,150.4,150,56.5,
854.7,1002.9,27,36,148.1,150,61.5,
852.4,1002.9,27,36,150.5,150,46,
852.6,1002.9,27,36,150.3,150,46,
853.3,1002.9,27,36,149.5,150,52.3,
854,1002.9,27,36,148.9,150,54.3,
853.4,1002.9,27,36,149.5,150,51.8,
853.1,1002.9,27,36,149.8,150,51.8,
852.5,1002.9,27,36,150.3,150,48,
853,1002.9,27,36,149.9,150,52.3,
852.7,1002.9,27,36,150.2,150,50,
853.8,1002.9,27,36,149.1,150,50,
853.7,1002.9,27,36,149.2,150,56.3,
853.4,1002.9,27,36,149.5,150,56.5,
854.6,1002.9,27,36,148.3,150,58,
853.8,1002.9,27,36,149,150,58,
852,1002.9,27,36,150.9,150,50,
852.6,1002.9,27,35.9,150.3,150,50.5,
854.2,1002.9,27,35.9,148.6,150,58,
852.2,1002.9,27,35.9,150.7,150,58,
852.8,1002.9,27,35.9,150.1,150,51.3,
853.3,1002.9,27,35.9,149.5,150,55.8,
852.1,1002.9,27,35.9,150.8,150,47,
853.8,1002.9,27,35.9,149.1,150,47,
852.4,1002.9,27,35.9,150.4,150,50,
852.3,1002.9,27,35.9,150.5,150,49,
852.7,1002.9,27,35.9,150.1,150,51,
852.9,1002.9,27,35.9,150,150,51,
854.1,1002.9,27,35.9,148.7,150,57.8,
852.3,1002.9,27,35.9,150.6,150,48.5,
853.2,1002.9,27,35.9,149.6,150,53.5,
854.3,1002.9,27,35.9,148.6,150,53.5,
852.9,1002.9,27,35.9,150,150,53.5,
854.2,1002.9,27,35.9,148.7,150,59,
852.2,1002.9,27,35.9,150.7,150,46,
