Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
998.8,1001.6,27.4,37.2,2.7,100,100,
985.2,1001.6,27.4,37.2,16.4,100,100,
975.2,1001.6,27.4,37.2,26.3,100,100,
968.4,1001.6,27.4,37.2,33.1,100,100,
948.4,1001.6,27.4,37.2,53.1,100,100,
948,1001.6,27.4,37.2,53.5,100,100,
937.1,1001.6,27.4,37.2,64.4,100,100,
926.9,1001.6,27.4,37.1,74.6,100,100,
917.6,1001.6,27.4,37.1,83.9,100,100,
909,1001.6,27.4,37.1,92.5,100,100,
906.8,1001.6,27.4,37.1,94.8,100,100,
899.4,1001.6,27.4,37.1,102.1,100,100,
896.7,1001.6,27.4,37.1,104.9,100,100,
889.6,1001.6,27.4,37.1,111.9,100,28.5,
893.6,1001.6,27.4,37,107.9,100,88.3,
890.2,1001.6,27.4,37,111.3,100,88.3,
890.4,1001.6,27.4,37,111.1,100,59.5,
887.9,1001.6,27.4,37,113.6,100,36.8,
892.7,1001.6,27.4,37,108.8,100,61.3,
892.2,1001.6,27.4,37,109.4,100,61.3,
890.8,1001.6,27.4,37,110.7,100,46.3,
890.5,1001.6,27.4,37,111,100,48.5,
890.7,1001.6,27.4,36.9,110.8,100,58.8,
890.2,1001.6,27.4,36.9,111.3,100,58.8,
893.5,1001.6,27.4,36.9,108,100,54,
890.7,1001.6,27.4,36.9,110.9,100,36.5,
893.5,1001.6,27.4,36.9,108,100,59.8,
893.2,1001.6,27.4,36.9,108.3,100,59.8,
893.2,1001.6,27.4,36.9,108.3,100,46.8,
892.7,1001.6,27.4,36.9,108.8,100,43.3,
893,1001.6,27.4,36.9,108.6,100,42.8,
893.9,1001.6,27.4,36.9,107.6,100,42.8,
892.7,1001.6,27.4,36.9,108.8,100,42.3,
893.9,1001.6,27.4,36.9,107.6,100,41.5,
893.9,1001.6,27.4,36.9,107.7,100,40.8,
894.5,1001.6,27.4,36.9,107.1,100,40.8,
894.7,1001.6,27.4,36.9,106.8,100,36.8,
896.7,1001.6,27.4,37,104.9,100,58.3,
896.3,1001.6,27.4,36.9,105.3,100,46.5,
894.3,1001.6,27.4,37,107.3,100,46.5,
895.4,1001.6,27.4,36.9,106.2,100,34.3,
896.5,1001.6,27.4,37,105,100,51.8,
896.6,1001.6,27.4,37,105,100,45.5,
895.4,1001.6,27.4,37,106.1,100,45.5,
895.7,1001.6,27.4,36.9,105.8,100,38.8,
897.9,1001.6,27.4,36.9,103.6,100,54.8,
897.4,1001.6,27.4,37,104.1,100,44.5,
895.2,1001.6,27.4,37,106.3,100,44.5,
894.9,1001.6,27.4,37,106.6,100,56.5,
896.5,1001.6,27.4,37,105,100,34.3,
897.8,1001.6,27.4,37,103.8,100,48.5,
896.9,1001.6,27.4,37,104.6,100,36.8,
898.4,1001.6,27.4,37,103.1,100,50.8,
896.2,1001.6,27.4,37,105.3,100,27.8,
