Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1009.9,1010.6,24.7,34.4,0.7,90,100,
1008.8,1010.6,24.7,34.4,1.8,90,100,
1011,1010.6,24.7,34.4,0.3,90,100,
1008.8,1010.6,24.7,34.4,1.8,90,100,
1010.9,1010.6,24.7,34.4,0.2,90,100,
1010.5,1010.6,24.7,34.4,0.1,90,100,
1008.7,1010.6,24.7,34.4,1.9,90,100,
1010.1,1010.7,24.7,34.3,0.5,90,100,
1009,1010.6,24.7,34.3,1.6,90,100,
1011,1010.7,24.7,34.3,0.3,90,100,
1010,1010.7,24.7,34.3,0.6,90,100,
1010.9,1010.7,24.7,34.3,0.2,90,100,
1010.4,1010.7,24.7,34.2,0.2,90,100,
1010,1010.7,24.7,34.2,0.6,90,100,
1011.1,1010.7,24.7,34.2,0.4,90,100,
1010.5,1010.7,24.7,34.1,0.1,90,100,
1010.5,1010.7,24.7,34.1,0.1,90,100,
1008.7,1010.7,24.7,34.1,1.9,90,100,
1011.6,1010.7,24.7,34.1,0.9,90,100,
1009.6,1010.7,24.7,34,1,90,100,
1010.9,1010.7,24.7,34,0.2,90,100,
1010.2,1010.7,24.7,34,0.4,90,100,
1010.2,1010.7,24.7,34,0.4,90,100,
1008.7,1010.7,24.7,34,1.9,90,100,
1011.3,1010.7,24.7,33.9,0.6,90,100,
1010,1010.7,24.7,33.9,0.6,90,100,
1009.2,1010.7,24.7,33.9,1.4,90,100,
1010.1,1010.7,24.7,33.9,0.5,90,100,
1009.6,1010.7,24.7,33.9,1,90,100,
1011,1010.7,24.7,33.8,0.3,90,100,
1010.3,1010.7,24.7,33.8,0.4,90,100,
1011.1,1010.7,24.7,33.8,0.4,90,100,
1008.6,1010.7,24.7,33.8,2.1,90,100,
1010.9,1010.7,24.7,33.7,0.2,90,100,
1010,1010.7,24.7,33.7,0.7,90,100,
1010.6,1010.7,24.7,33.7,0,90,100,
1010.2,1010.7,24.7,33.7,0.5,90,100,
1010,1010.7,24.7,33.7,0.7,90,0,
