Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1004.3,1009.2,26.2,30.3,4.9,0,100,
1009.8,1009.2,26.2,30.3,0.5,0,100,
1005.8,1009.2,26.2,30.3,3.4,0,100,
1006.5,1009.2,26.2,30.3,2.2,0,100,
1011.3,1009.2,26.2,30.3,2.1,0,100,
1006.7,1009.2,26.2,30.3,2.4,0,100,
1008.7,1009.2,26.2,30.3,0.5,0,100,
1006.2,1009.2,26.2,30.3,3.2,0,100,
1006.1,1009.2,26.2,30.3,3,0,100,
1004.7,1009.2,26.2,30.4,4.5,0,100,
1007,1009.2,26.2,30.4,2.2,0,100,
1009.1,1009.2,26.2,30.4,4.9,0,100,
1005.2,1009.2,26.2,30.4,3.9,0,100,
1011.1,1009.2,26.2,30.5,1.9,0,100,
1006.5,1009.2,26.2,30.5,2.7,0,100,
1006.6,1009.2,26.2,30.5,2.2,0,100,
1009.3,1009.2,26.2,30.5,0,0,100,
1006.2,1009.2,26.2,30.5,3,0,100,
1006,1009.2,26.2,30.5,3.2,0,100,
1004.3,1009.2,26.2,30.6,2.7,0,100,
1008.1,1009.2,26.2,30.5,1,0,100,
1004.9,1009.2,26.2,30.5,4.3,0,100,
1010.8,1009.2,26.2,30.5,1.5,0,100,
1011.5,1009.2,26.2,30.6,2.7,0,100,
1006.6,1009.2,26.2,30.6,2.6,0,100,
1007.2,1009.2,26.2,30.6,1.9,0,100,
1006.3,1009.2,26.2,30.6,2.8,0,100,
1009.1,1009.2,26.2,30.6,4.9,0,100,
1005.8,1009.2,26.2,30.6,3.3,0,100,
1011.8,1009.2,26.2,30.6,2.5,0,100,
1006.9,1009.2,26.2,30.6,2.3,0,100,
1006.3,1009.2,26.2,30.7,1.2,0,100,
1004.3,1009.2,26.2,30.6,4.8,0,100,
1008.6,1009.2,26.2,30.7,0.5,0,100,
1005.2,1009.2,26.2,30.7,4,0,100,
1006.6,1009.2,26.2,30.7,2,0,100,
1010.7,1009.2,26.2,30.7,1.5,0,100,
1006.3,1009.2,26.2,30.7,2.8,0,100,
1006.1,1009.2,26.2,30.8,3,0,100,
1004.2,1009.2,26.2,30.8,2.6,0,100,
1009.8,1009.2,26.1,30.8,0.5,0,100,
1006.2,1009.2,26.2,30.8,3,0,100,
1011.5,1009.2,26.1,30.8,2.3,0,100,
1007,1009.2,26.2,30.8,2.5,0,100,
