Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1013.7,1014.2,24.7,35.2,0.4,0,17,
1013.3,1014.2,24.7,35.2,0.9,0,17,
1012.4,1014.2,24.7,35.2,1.7,0,17,
1011.9,1014.2,24.7,35.2,2.2,0,17,
1009.4,1014.2,24.7,35.2,4.8,0,0,
1011.6,1014.2,24.7,35.2,2.6,0,30,
1010.3,1014.2,24.7,35.2,3.8,0,30,
1008.4,1014.2,24.7,35.2,5.8,0,30,
1007,1014.2,24.7,35.2,6.3,0,30,
1005.8,1014.2,24.7,35.2,8.4,0,30,
1004.4,1014.2,24.7,35.2,9.8,0,30,
1004.3,1014.2,24.7,35.1,9.9,0,30,
1002.1,1014.2,24.7,35.1,12,0,30,
1002.2,1014.2,24.7,35.1,11.9,0,30,
999.9,1014.2,24.7,35.1,14.2,0,30,
1000.3,1014.2,24.7,35.1,13.9,0,30,
998.2,1014.2,24.7,35,16,0,30,
998.6,1014.2,24.7,35,15.5,0,30,
998.1,1014.2,24.7,35,16.1,0,30,
997,1014.2,24.7,35,17.1,0,30,
996.4,1014.2,24.7,35,17.7,0,30,
995.7,1014.2,24.7,35,18.5,0,30,
996.1,1014.2,24.7,35,18.1,0,30,
994.7,1014.2,24.7,35,19.5,0,30,
995.2,1014.2,24.7,35,19,0,30,
993.4,1014.2,24.7,34.9,20.8,0,30,
994.4,1014.2,24.7,34.9,19.8,0,30,
994.2,1014.2,24.7,35,19.9,0,30,
993.5,1014.2,24.7,34.9,20.7,0,30,
993.5,1014.2,24.7,34.8,20.7,0,30,
991.9,1014.2,24.7,34.9,22.3,0,30,
992.5,1014.2,24.7,34.8,21.7,0,30,
991.3,1014.2,24.7,34.8,22.9,0,30,
991.9,1014.2,24.7,34.8,22.3,0,30,
990.8,1014.2,24.7,34.8,23.4,0,30,
991.8,1014.2,24.7,34.8,22.4,0,30,
991.3,1014.2,24.7,34.8,22.9,0,30,
990.6,1014.2,24.7,34.7,23.6,0,30,
990.2,1014.2,24.7,34.7,24,0,30,
990.1,1014.2,24.7,34.7,24.1,0,30,
991.1,1014.2,24.8,34.7,23.1,0,30,
989.4,1014.2,24.7,34.7,24.8,0,30,
990.4,1014.2,24.7,34.7,23.8,0,30,
989.2,1014.2,24.7,34.6,25,0,30,
989.8,1014.2,24.7,34.6,24.4,0,30,
990.1,1014.2,24.7,34.6,24.1,0,30,
990,1014.2,24.7,34.6,24.2,0,30,
989.4,1014.2,24.7,34.6,24.8,0,30,
989,1014.2,24.7,34.6,25.2,0,30,
989.8,1014.2,24.7,34.6,24.4,0,30,
989.4,1014.2,24.7,34.5,24.8,0,30,
989.4,1014.3,24.7,34.5,24.8,0,30,
988.2,1014.2,24.7,34.5,26,0,30,
989.1,1014.2,24.7,34.5,25.1,0,30,
988.3,1014.2,24.7,34.5,25.9,0,30,
989.2,1014.2,24.7,34.5,25,0,30,
988.6,1014.3,24.7,34.4,25.6,0,30,
988.1,1014.3,24.7,34.4,26.1,0,30,
987.7,1014.3,24.7,34.4,26.5,0,30,
988.5,1014.3,24.7,34.4,25.7,0,30,
989,1014.3,24.7,34.4,25.2,0,30,
987.4,1014.3,24.7,34.4,26.8,0,30,
988.8,1014.3,24.7,34.4,25.4,0,30,
987.4,1014.3,24.7,34.4,26.8,0,30,
988.5,1014.3,24.7,34.3,25.7,0,30,
988,1014.3,24.7,34.3,26.2,0,30,
988.5,1014.3,24.7,34.3,25.7,0,30,
987.1,1014.3,24.7,34.3,27.1,0,30,
988.4,1014.3,24.7,34.3,25.9,0,30,
988.2,1014.3,24.7,34.3,26,0,30,
987.9,1014.3,24.7,34.3,26.3,0,30,
987.4,1014.3,24.7,34.3,26.8,0,30,
987.7,1014.3,24.7,34.3,26.5,0,30,
986.9,1014.3,24.7,34.3,27.3,0,30,
987.4,1014.3,24.7,34.3,26.8,0,30,
987.9,1014.3,24.7,34.3,26.3,0,30,
987.8,1014.3,24.7,34.2,26.5,0,30,
987.6,1014.3,24.7,34.2,26.6,0,30,
988.4,1014.3,24.7,34.2,25.8,0,30,
987.4,1014.3,24.7,34.2,26.8,0,30,
987.9,1014.3,24.7,34.2,26.4,0,30,
987.7,1014.3,24.7,34.2,26.5,0,30,
988.4,1014.3,24.7,34.2,25.8,0,30,
987.3,1014.3,24.7,34.2,26.9,0,30,
988.5,1014.3,24.7,34.2,25.8,0,30,
988.1,1014.3,24.7,34.3,26.1,0,30,
988,1014.3,24.7,34.3,26.2,0,30,
986.9,1014.3,24.7,34.3,27.4,0,30,
988.3,1014.3,24.7,34.3,25.9,0,30,
987,1014.3,24.7,34.3,27.2,0,30,
987.1,1014.3,24.7,34.3,27.1,0,0,
