Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1011.3,1011.5,24.6,31.5,0.2,100,100,
1003.4,1011.5,24.6,31.5,8,100,100,
991,1011.5,24.6,31.5,20.5,100,100,
977.8,1011.5,24.6,31.5,33.6,100,100,
966.9,1011.5,24.6,31.5,44.5,100,100,
966.3,1011.5,24.6,31.5,45.1,100,100,
954.9,1011.5,24.7,31.5,56.5,100,100,
945,1011.5,24.6,31.5,66.4,100,100,
936.1,1011.5,24.6,31.5,75.3,100,100,
937.3,1011.5,24.7,31.5,74.1,100,100,
924.8,1011.5,24.7,31.5,86.6,100,100,
920.3,1011.5,24.6,31.5,91.1,100,100,
913.9,1011.5,24.7,31.5,97.5,100,100,
914.8,1011.5,24.6,31.5,96.6,100,100,
900.4,1011.5,24.7,31.5,111,100,100,
903.6,1011.5,24.7,31.5,107.8,100,100,
895.1,1011.5,24.6,31.5,116.3,100,100,
889.3,1011.5,24.7,31.5,122.2,100,100,
884.7,1011.5,24.7,31.5,126.7,100,100,
878.4,1011.5,24.7,31.5,133,100,100,
881.8,1011.5,24.6,31.5,129.6,100,100,
876.1,1011.5,24.6,31.5,135.3,100,100,
870.9,1011.5,24.7,31.5,140.5,100,100,
866.8,1011.5,24.6,31.4,144.6,100,100,
865.7,1011.5,24.6,31.4,145.7,100,100,
860.9,1011.5,24.6,31.5,150.6,100,100,
859.4,1011.5,24.7,31.4,152,100,100,
853.2,1011.5,24.6,31.4,158.2,100,100,
849.2,1011.5,24.7,31.4,162.3,100,100,
853.3,1011.5,24.6,31.4,158.2,100,100,
862.3,1011.5,24.7,31.4,149.1,100,0,
869.8,1011.5,24.6,31.4,141.7,100,0,
876.7,1011.5,24.7,31.4,134.8,100,0,
883.1,1011.5,24.7,31.4,128.3,100,0,
895,1011.5,24.7,31.4,116.4,100,0,
900.6,1011.5,24.6,31.4,110.9,100,0,
905.8,1011.5,24.7,31.4,105.6,100,0,
910.8,1011.5,24.7,31.4,100.6,100,0,
920.3,1011.5,24.7,31.5,91.1,100,0,
924.9,1011.5,24.7,31.5,86.6,100,0,
929.3,1011.5,24.7,31.5,82.1,100,0,
933.6,1011.5,24.6,31.5,77.8,100,0,
941.9,1011.5,24.7,31.6,69.6,100,0,
945.8,1011.5,24.7,31.6,65.7,100,0,
949.5,1011.5,24.7,31.6,61.9,100,0,
949.3,1011.5,24.7,31.6,62.1,100,100,
935.6,1011.5,24.7,31.7,75.8,100,100,
925.1,1011.5,24.7,31.7,86.3,100,100,
916.2,1011.5,24.7,31.6,95.2,100,100,
915.7,1011.5,24.7,31.7,95.7,100,100,
908.5,1011.5,24.7,31.7,103,100,100,
899.9,1011.5,24.6,31.7,111.6,100,100,
892.7,1011.5,24.6,31.7,118.7,100,100,
895.5,1011.5,24.7,31.7,116,100,100,
897.3,1011.5,24.7,31.7,114.2,100,0,
904.1,1011.5,24.7,31.7,107.4,100,0,
910.2,1011.5,24.7,31.7,101.2,100,0,
915.9,1011.5,24.7,31.7,95.5,100,2.8,
919.2,1011.5,24.6,31.7,92.3,100,76.9,
915,1011.5,24.7,31.7,96.4,100,86.7,
912.8,1011.5,24.7,31.7,98.6,100,77.5,
911.3,1011.5,24.7,31.7,100.1,100,77.5,
910.5,1011.5,24.7,31.7,100.9,100,61.8,
910.5,1011.5,24.7,31.7,100.9,100,61.6,
910.8,1011.5,24.7,31.7,100.7,100,61.6,
910.7,1011.5,24.7,31.7,100.7,100,58.4,
913.4,1011.5,24.7,31.7,98.1,100,67.3,
913.8,1011.5,24.7,31.8,97.7,100,73,
910.3,1011.5,24.7,31.7,101.2,100,66.8,
911.1,1011.5,24.7,31.7,100.4,100,66.8,
910.8,1011.5,24.7,31.7,100.6,100,63.5,
909.6,1011.5,24.7,31.7,101.8,100,54.5,
910.5,1011.5,24.6,31.7,100.9,100,59.7,
911.4,1011.5,24.6,31.7,100,100,59.7,
912.4,1011.5,24.7,31.7,99.1,100,59.7,
912.6,1011.5,24.7,31.7,98.8,100,59.7,
911.5,1011.5,24.6,31.7,99.9,100,62.9,
911.5,1011.5,24.7,31.7,99.9,100,68.6,
909.3,1011.5,24.7,31.8,102.1,100,58.3,
909.5,1011.5,24.6,31.7,101.9,100,54.9,
911.7,1011.5,24.7,31.8,99.7,100,60.3,
