Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1010.1,1009.2,26.3,34.7,0.8,90,25.4,
1006.3,1009.2,26.3,34.7,1.6,90,24.8,
1005.4,1009.2,26.3,34.7,3.8,90,37.5,
1003.3,1009.2,26.2,34.7,5.9,90,43.5,
1001.3,1009.2,26.3,34.8,7.8,90,49.4,
999,1009.2,26.2,34.8,9.7,90,55.3,
994.2,1009.2,26.2,34.8,15,90,66,
989.7,1009.3,26.3,34.8,19.5,90,70.5,
986.4,1009.3,26.3,34.8,22.8,90,75.1,
979.4,1009.3,26.3,34.8,26.3,90,79.3,
975.8,1009.3,26.3,34.8,33.4,90,87.1,
969,1009.2,26.2,34.8,40.2,90,89.6,
964.1,1009.2,26.3,34.8,45.1,90,92.3,
959.7,1009.3,26.3,34.8,48.3,90,95.1,
957.9,1009.3,26.3,34.7,51.3,90,100,
949.6,1009.3,26.2,34.7,59.6,90,100,
942,1009.3,26.2,34.7,67.2,90,100,
935.8,1009.3,26.3,34.7,64.8,90,100,
931.3,1009.3,26.3,34.6,77.9,90,100,
931.3,1009.3,26.3,34.6,78,90,100,
926.8,1009.3,26.3,34.5,82.4,90,100,
917.2,1009.3,26.3,34.5,86.3,90,100,
919.9,1009.3,26.3,34.5,89.3,90,100,
914.6,1009.3,26.3,34.5,94.6,90,100,
908.2,1009.3,26.3,34.5,101.1,90,100,
906.3,1009.3,26.2,34.5,96,90,100,
904,1009.3,26.2,34.4,105.2,90,98,
901.9,1009.3,26.3,34.4,107.3,90,96.6,
902.5,1009.3,26.3,34.4,106.7,90,95.7,
896.4,1009.3,26.3,34.4,112.8,90,92.7,
896.3,1009.3,26.3,34.3,112.9,90,89.8,
895,1009.3,26.3,34.3,114.2,90,87.9,
895.8,1009.3,26.3,34.3,113.4,90,86.5,
898.5,1009.3,26.3,34.3,110.5,90,85.7,
899.1,1009.3,26.3,34.3,110.2,90,82.7,
899.1,1009.3,26.2,34.3,110.1,90,81.1,
900.4,1009.3,26.3,34.2,108.9,90,79.9,
901.6,1009.3,26.3,34.2,108.2,90,78.7,
902.1,1009.3,26.3,34.2,107.1,90,76.1,
903.8,1009.3,26.3,34.2,105.4,90,75.4,
906.3,1009.3,26.3,34.2,102.9,90,74.9,
907.8,1009.3,26.2,34.2,103.9,90,73.4,
908.1,1009.3,26.3,34.1,101.1,90,72.3,
909.2,1009.2,26.3,34.1,100,90,71.1,
909.9,1009.2,26.3,34.1,99.3,90,71,
910.6,1009.2,26.3,34.1,98.6,90,70.4,
911.4,1009.2,26.3,34.1,97.8,90,69.3,
913.4,1009.2,26.2,34.1,95.8,90,69.2,
913.9,1009.2,26.2,34.1,95.3,90,69,
914.9,1009.2,26.3,34.1,94.4,90,68.7,
916.7,1009.2,26.3,34.1,92.5,90,68.4,
917.6,1009.2,26.2,34.1,91.6,90,68.3,
918,1009.2,26.2,34.1,91.2,90,68.7,
918.1,1009.2,26.3,34.1,91.1,90,68.7,
918.5,1009.2,26.3,34.1,90.7,90,68.7,
918.9,1009.2,26.3,34.1,90.3,90,68.7,
919.2,1009.2,26.3,34.1,90,90,68.7,
921.9,1009.3,26.3,34.1,89.4,90,68.7,
921.7,1009.2,26.2,34.1,87.5,90,69.7,
922,1009.2,26.2,34,87.2,90,69.8,
921.2,1009.3,26.3,34,88,90,69.7,
923.3,1009.3,26.3,34,88,90,69.9,
922.8,1009.3,26.2,34,86.4,90,70.8,
922.6,1009.3,26.3,34,86.6,90,71,
924.1,1009.3,26.2,34,85.1,90,71.7,
921.9,1009.3,26.3,34,87.7,90,71.5,
922.4,1009.3,26.2,34.1,86.8,90,72,
923,1009.3,26.3,34.1,86.2,90,72.5,
923,1009.3,26.3,34.1,86.2,90,72.8,
922.7,1009.3,26.2,34.1,86.4,90,73,
923.3,1009.3,26.3,34.1,85.9,90,73.7,
921.8,1009.3,26.2,34.1,87.5,90,73.5,
924,1009.3,26.3,34.1,85.3,90,74.3,
921.9,1009.3,26.3,34.2,86.9,90,74.1,
922.4,1009.3,26.3,34.2,86.8,90,74.7,
921.7,1009.3,26.3,34.2,87.5,90,74.7,
921.4,1009.3,26.2,34.2,87.9,90,74.8,
920.8,1009.3,26.3,34.2,88.6,90,74.4,
922.7,1009.3,26.3,34.2,86.5,90,75.7,
922.1,1009.3,26.3,34.2,87.2,90,75.6,
921.1,1009.3,26.3,34.2,88.1,90,75.5,
920.4,1009.3,26.2,34.2,88.6,90,75,
920,1009.3,26.2,34.2,89.3,90,75,
919.9,1009.3,26.3,34.1,89.4,90,75,
