Pipe_Pres,Ambient_Pres,Pipe_Temp,Chip_Temp,Current_nPressure,Set_nPressure,Pump_Output,
1010,1011.9,24.6,34.3,1.9,200,33,
1010,1011.9,24.6,34.3,1.9,200,33.1,
1011.4,1011.9,24.6,34.3,0.5,200,33.5,
1009.7,1011.9,24.5,34.3,2.2,200,33,
1010.1,1011.9,24.5,34.4,1.8,200,33.2,
1009,1011.9,24.6,34.3,2.9,200,32.9,
1010,1011.9,24.6,34.3,1.8,200,33.3,
1009.6,1011.9,24.6,34.3,2.3,200,33.1,
1009,1011.9,24.6,34.3,2.9,200,33.1,
1008,1011.9,24.6,34.3,3.9,200,32.8,
1007.1,1011.9,24.6,34.3,4.8,90,9.1,
1008.6,1011.9,24.6,34.3,3.2,90,24.2,
1008.2,1011.9,24.6,34.3,3.7,90,37.2,
1005.5,1011.9,24.5,34.3,6.4,90,42.9,
1003.7,1011.9,24.6,34.3,8.2,90,48.8,
1000.1,1011.9,24.6,34.3,11.8,90,54,
994,1011.9,24.6,34.3,17.9,90,64.5,
989.4,1011.9,24.5,34.3,22.4,90,68.7,
985.1,1011.9,24.6,34.3,26.7,90,72.8,
981.3,1011.9,24.6,34.3,30.6,90,76.8,
972.1,1011.9,24.5,34.3,39.7,90,83.3,
967.7,1011.9,24.6,34.3,44.1,90,86.1,
963.4,1011.9,24.6,34.3,48.5,90,88.5,
958.8,1011.9,24.6,34.2,53.1,90,90.5,
949.5,1011.9,24.6,34.2,62.4,90,93.6,
939,1011.9,24.6,34.2,72.9,90,92.8,
937.1,1011.9,24.6,34.2,74.8,90,94,
934.9,1011.9,24.6,34.2,76.9,90,94.7,
925,1011.9,24.6,34.1,86.8,90,93.8,
918.1,1011.9,24.6,34.1,93.8,90,92.5,
916.3,1011.9,24.6,34.1,95.6,90,92.1,
911.9,1011.9,24.6,34.1,99.9,90,90.8,
906.4,1011.9,24.6,34,105.5,90,87.7,
903.3,1011.9,24.6,34,108.6,90,86,
902.8,1011.9,24.6,34,109.1,90,84.6,
900.1,1011.9,24.6,34,111.8,90,82.4,
896.9,1011.9,24.6,34,114.9,90,78.4,
895.5,1011.9,24.6,34,116.4,90,76.1,
895.3,1011.9,24.6,33.9,116.6,90,74.2,
893.6,1011.9,24.6,33.9,118.2,90,71.8,
893.1,1011.9,24.6,33.9,118.8,180,92.8,
889.4,1011.9,24.6,33.9,122.4,180,89.7,
889.9,1011.9,24.6,33.9,122,180,94.3,
886.7,1011.9,24.6,33.9,125.1,180,98,
873.1,1011.9,24.6,33.9,138.8,180,100,
872.6,1011.9,24.6,33.9,139.3,180,100,
868.9,1011.9,24.6,33.9,143,180,100,
864.4,1011.9,24.6,33.9,147.4,180,100,
860.4,1011.9,24.6,33.8,151.5,180,100,
853.5,1011.9,24.6,33.8,158.4,180,100,
850.5,1011.9,24.6,33.8,161.4,180,100,
843.6,1011.9,24.6,33.8,168.2,180,100,
840.3,1011.9,24.6,33.8,171.5,180,100,
836,1011.9,24.6,33.7,175.8,180,100,
836.4,1011.9,24.6,33.7,175.5,180,100,
833.8,1011.9,24.6,33.7,178.1,180,100,
823.9,1011.9,24.6,33.7,187.9,200,100,
828.4,1011.9,24.6,33.7,183.5,200,100,
821.3,1011.9,24.6,33.6,190.6,200,100,
819.6,1011.9,24.6,33.6,192.3,200,100,
818.3,1011.9,24.6,33.6,193.6,200,100,
812.1,1011.9,24.6,33.6,199.8,200,100,
809.5,1011.9,24.6,33.6,202.4,200,100,
806.7,1011.9,24.6,33.6,205.2,200,100,
803.7,1011.9,24.6,33.5,208.2,200,100,
800.2,1011.9,24.6,33.5,211.7,200,100,
800.3,1011.9,24.6,33.5,211.6,200,100,
799.5,1011.9,24.6,33.5,212.4,200,100,
790.3,1011.9,24.6,33.5,221.6,200,100,
794.7,1011.9,24.6,33.5,217.2,200,100,
788.2,1011.9,24.6,33.5,223.7,200,100,
784.9,1011.9,24.6,33.5,227,200,100,
784.1,1012,24.6,33.5,227.8,200,98.1,
782.3,1011.9,24.6,33.5,229.6,200,95.4,
778.2,1011.9,24.6,33.5,233.7,200,92,
782.8,1011.9,24.6,33.5,229.1,200,90.9,
783.9,1011.9,24.6,33.5,228,200,86.6,
782.4,1011.9,24.6,33.5,229.5,200,84.1,
783.8,1012,24.6,33.5,228.1,200,82.2,
784.6,1011.9,24.6,33.5,227.3,200,80.2,
787.4,1011.9,24.6,33.4,224.5,200,76.9,
787.1,1011.9,24.6,33.4,224.8,200,74.9,
789.1,1011.9,24.6,33.4,222.8,200,73.5,
789.3,1011.9,24.6,33.4,222.6,200,71.8,
792.6,1011.9,24.6,33.4,219.3,200,69.5,
795.8,1011.9,24.6,33.4,216.1,200,68.7,
795.6,1011.9,24.6,33.4,216.3,200,67.4,
796.6,1011.9,24.6,33.4,215.3,200,66.3,
799.8,1011.9,24.6,33.4,212.1,200,65,
802.7,1011.9,24.6,33.4,209.1,200,65,
802,1011.9,24.6,33.4,209.9,200,63.9,
806,1011.9,24.6,33.4,205.8,200,64.3,
807.5,1011.9,24.6,33.4,204.4,200,63.5,
810.4,1011.9,24.6,33.4,201.5,200,64,
810.2,1011.9,24.6,33.4,201.7,200,63.7,
811.1,1011.9,24.6,33.4,200.8,200,63.9,
815.9,1011.9,24.6,33.4,196,200,65,
814.7,1011.9,24.6,33.4,197.1,200,64.8,
